country_name,country_code,WGI - VoiceandAccountability,WGI - Political StabilityNoViolence,WGI - GovernmentEffectiveness,WGI - RegulatoryQuality,WGI - RuleofLaw,WGI - ControlofCorruption
United Kingdom,GBR,1.2636747360229492,0.51918858289718628,1.4359085559844971,1.6258529424667358,1.6009106636047363,1.7748123407363892
Georgia,GEO,0.19604738056659698,-0.44585579633712769,0.82992327213287354,1.1220672130584717,0.30997923016548157,0.66849839687347412
Ghana,GHA,0.58425819873809814,9.834696352481842E-2,-0.21010401844978333,-0.11104956269264221,4.6889737248420715E-2,-7.9038634896278381E-2
Guinea,GIN,-0.74853748083114624,-0.83064049482345581,-0.77874583005905151,-0.7698209285736084,-1.2090275287628174,-0.9049651026725769
"Gambia, The",GMB,-0.21623168885707855,0.11141347885131836,-0.63067597150802612,-0.66491979360580444,-0.37157607078552246,-0.28522256016731262
Guinea-Bissau,GNB,-0.45870733261108398,-0.56263202428817749,-1.5144411325454712,-1.2333345413208008,-1.2640448808670044,-1.4539860486984253
Equatorial Guinea,GNQ,-1.8635632991790771,-0.19092559814453125,-1.3420116901397705,-1.5205161571502686,-1.4223147630691528,-1.7228856086730957
Greece,GRC,0.93572670221328735,0.29099845886230469,0.40559032559394836,0.52987897396087646,0.19883795082569122,-1.1819170787930489E-2
Grenada,GRD,0.70751404762268066,0.95970898866653442,-0.13592876493930817,-0.31319108605384827,0.17586329579353333,0.33976820111274719
Greenland,GRL,1.2941887378692627,1.8968154191970825,0.81379783153533936,1.3608247041702271,1.7459888458251953,1.0436985492706299
Guatemala,GTM,-0.31345415115356445,-0.54619091749191284,-0.67684084177017212,-0.22499264776706696,-1.0522887706756592,-0.89842039346694946
French Guiana,GUF,1.2941887378692627,0.27726107835769653,1.3873734474182129,1.3140485286712646,1.1659187078475952,0.91923779249191284
Guyana,GUY,0.28004568815231323,-0.23707984387874603,-0.38606047630310059,-0.62061625719070435,-0.43134814500808716,-9.1899707913398743E-2
"Hong Kong SAR, China",HKG,0.20938056707382202,-0.2677672803401947,1.7410968542098999,1.9834076166152954,1.604143500328064,1.6724414825439453
Honduras,HND,-0.55186033248901367,-0.53069734573364258,-0.6117631196975708,-0.49273231625556946,-1.0090796947479248,-0.8084532618522644
Croatia,HRV,0.53478074073791504,0.755473792552948,0.40997454524040222,0.59100580215454102,0.36613461375236511,0.12554092705249786
Haiti,HTI,-0.72632241249084473,-0.77788776159286499,-2.0153884887695313,-1.2606722116470337,-0.97110140323638916,-1.3391826152801514
Hungary,HUN,0.22006353735923767,0.73252707719802856,0.49536508321762085,0.60348665714263916,0.49313449859619141,-1.0351537493988872E-3
Indonesia,IDN,0.15639418363571167,-0.48120671510696411,0.18274074792861938,-9.3314334750175476E-2,-0.34253022074699402,-0.41899612545967102
India,IND,0.29398924112319946,-0.70276838541030884,0.17155437171459198,-0.16055570542812347,-3.075839951634407E-2,-0.23325395584106445
Ireland,IRL,1.3350648880004883,0.97336333990097046,1.2813749313354492,1.6019104719161987,1.394229531288147,1.4580987691879272
"Iran, Islamic Rep.",IRN,-1.3700543642044067,-1.698150634765625,-0.55350244045257568,-1.4231373071670532,-0.74937212467193604,-1.0479605197906494
Iraq,IRQ,-0.94547939300537109,-2.564838171005249,-1.3362704515457153,-1.1799684762954712,-1.7224633693695068,-1.3366540670394897
Iceland,ISL,1.3339440822601318,1.6558989286422729,1.5182777643203735,1.3729844093322754,1.7669236660003662,1.7079734802246094
Israel,ISR,0.68698638677597046,-0.77852314710617065,1.325652003288269,1.28099524974823,1.0475901365280151,0.80595439672470093
Italy,ITA,0.97227013111114502,0.46269926428794861,0.46193608641624451,0.9549630880355835,0.28019103407859802,0.23984207212924957
Jamaica,JAM,0.64091336727142334,0.41431635618209839,0.49582076072692871,0.16754899919033051,-0.31257364153862,-5.6555580347776413E-2
Jordan,JOR,-0.66504514217376709,-0.35786232352256775,9.9470265209674835E-2,3.4609373658895493E-2,0.14395745098590851,0.12797953188419342
Japan,JPN,0.95950436592102051,1.0412253141403198,1.5866638422012329,1.3269574642181396,1.537964940071106,1.4753322601318359
Kazakhstan,KAZ,-1.2128251791000366,-8.3448559045791626E-2,0.1247125044465065,0.13722650706768036,-0.43241328001022339,-0.31998226046562195
