country_name,country_code,WGI - VoiceandAccountability,WGI - Political StabilityNoViolence,WGI - GovernmentEffectiveness,WGI - RegulatoryQuality,WGI - RuleofLaw,WGI - ControlofCorruption
"Jersey, Channel Islands",JEY,1.2941887378692627,1.296689510345459,1.2375051975250244,0.92274230718612671,1.7459888458251953,1.0436985492706299
"Yemen, Rep.",YEM,-1.7660067081451416,-2.7682943344116211,-2.2794215679168701,-1.66392982006073,-1.7733464241027832,-1.6814608573913574
Serbia,SRB,2.662612684071064E-2,-9.1665111482143402E-2,1.9078735262155533E-2,0.11386710405349731,-0.11906975507736206,-0.44555148482322693
South Africa,ZAF,0.67038822174072266,-0.21793085336685181,0.36738023161888123,0.15617172420024872,-7.6407678425312042E-2,8.492385596036911E-2
"Congo, Dem. Rep.",COD,-1.365965723991394,-1.8080073595046997,-1.6274285316467285,-1.5096668004989624,-1.7860875129699707,-1.5389313697814941
Zambia,ZMB,-0.28619879484176636,-0.10221624374389648,-0.67521452903747559,-0.55426913499832153,-0.46206927299499512,-0.64034509658813477
Zimbabwe,ZWE,-1.1418747901916504,-0.92017853260040283,-1.2053371667861938,-1.4631994962692261,-1.2570089101791382,-1.2387955188751221
Anguilla,AIA,NA,1.3673566579818726,0.81582385301589966,0.84623110294342041,0.35573673248291016,1.2343919277191162
American Samoa,ASM,NA,1.160380482673645,0.54259264469146729,-0.29960507154464722,1.3350983858108521,1.8438825607299805
Bermuda,BMU,NA,1.0772281885147095,1.3622862100601196,0.84623110294342041,0.8454175591468811,1.2343919277191162
Guam,GUM,NA,0.78502124547958374,0.2693614661693573,8.2340322434902191E-2,1.3350983858108521,1.2343919277191162
Martinique,MTQ,NA,0.78502124547958374,1.0890549421310425,1.228176474571228,0.60057717561721802,1.2343919277191162
Réunion,REU,NA,0.25041297078132629,1.0890549421310425,1.228176474571228,0.8454175591468811,0.6249011754989624
Virgin Islands (U.S.),VIR,NA,1.0772281885147095,0.81582385301589966,1.228176474571228,1.090258002281189,0.6249011754989624
